index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
110872,406-9432535-6867557,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,349.0,KUPPAM,ANDHRA PRADESH,517425.0,IN,False,Easy Ship
110873,406-9432535-6867557,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,301.0,KUPPAM,ANDHRA PRADESH,517425.0,IN,False,Easy Ship
110874,408-1509554-7792355,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,301.0,BENGALURU,KARNATAKA,560057.0,IN,False,Not Specified
110875,408-4847541-7658722,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,735.0,AGRA,UTTAR PRADESH,282005.0,IN,False,Easy Ship
110876,405-6554169-0034751,2022-06-13,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,664.0,Chamoli,UTTARAKHAND,246424.0,IN,False,Easy Ship
110877,171-0971997-6570725,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,665.0,NEW DELHI,DELHI,110032.0,IN,False,Not Specified
110878,407-0541056-4476330,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,521.0,NEW DELHI,DELHI,110062.0,IN,False,Easy Ship
110879,407-9968183-6589134,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,832.0,PANIHATI,WEST BENGAL,700114.0,IN,False,Easy Ship
110880,171-4412420-0561118,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,614.0,MUMBAI,MAHARASHTRA,400027.0,IN,False,Not Specified
110883,408-0237539-7873136,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,568.0,NEW DELHI,DELHI,110091.0,IN,False,Not Specified
110884,405-7008276-0182727,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,537.0,PIMPRI CHINCHWAD,MAHARASHTRA,411061.0,IN,False,Not Specified
110885,408-5256900-7446724,2022-06-13,Shipped,Amazon,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,0.0,LUCKNOW,UTTAR PRADESH,226022.0,IN,False,Not Specified
110886,408-2861898-3345907,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,599.0,NEW DELHI,DELHI,110091.0,IN,False,Not Specified
110887,403-8427853-1677945,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,1168.0,SECUNDERABAD,TELANGANA,500017.0,IN,False,Not Specified
110888,406-5651857-0533113,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,599.0,BENGALURU,KARNATAKA,560043.0,IN,False,Not Specified
110889,403-1704401-8807567,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,850.0,KALYAN,MAHARASHTRA,421204.0,IN,False,Not Specified
110891,171-9007423-3190762,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,799.0,Chandigarh,CHANDIGARH,160101.0,IN,False,Not Specified
110892,405-3127833-9177141,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,661.0,Greater Noida West,UTTAR PRADESH,201301.0,IN,False,Not Specified
110894,402-8737779-0465147,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,496.0,CHENNAI,TAMIL NADU,600059.0,IN,False,Easy Ship
110895,404-1807795-4784301,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,387.0,SITAPUR,UTTAR PRADESH,261001.0,IN,False,Not Specified
110896,407-3090055-4454746,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1163.0,ANANDPUR SAHIB,PUNJAB,140118.0,IN,False,Not Specified
110897,404-4798090-6702765,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,581.0,HYDERABAD,TELANGANA,500050.0,IN,False,Not Specified
110898,403-5868214-1043545,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,626.0,CHOUTUPPAL,TELANGANA,508252.0,IN,False,Not Specified
110899,405-9959980-6468331,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,349.0,INDORE,MADHYA PRADESH,452010.0,IN,False,Not Specified
110900,405-9959980-6468331,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,387.0,INDORE,MADHYA PRADESH,452010.0,IN,False,Not Specified
110901,404-2674533-5350710,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,496.0,Bengaluru,KARNATAKA,560004.0,IN,False,Not Specified
110902,404-0628872-7364345,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,Bengaluru,KARNATAKA,560004.0,IN,False,Not Specified
110903,404-0628872-7364345,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,517.0,Bengaluru,KARNATAKA,560004.0,IN,False,Not Specified
110904,171-8914589-5206748,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,376.0,HYDERABAD,TELANGANA,500086.0,IN,False,Easy Ship
110905,404-6221015-5779501,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,845.0,LUCKNOW,UTTAR PRADESH,226010.0,IN,False,Not Specified
110906,171-4259842-6244335,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,599.0,GURUGRAM,HARYANA,122018.0,IN,False,Not Specified
110907,171-5299760-5233124,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,625.0,BANGALORE,KARNATAKA,560064.0,IN,False,Not Specified
110908,171-1625089-3438705,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,301.0,PATNA,BIHAR,800027.0,IN,False,Not Specified
110909,407-1672946-8957113,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Unshipped,1,INR,1163.0,ANANDPUR SAHIB,PUNJAB,140118.0,IN,False,Not Specified
110910,402-2359483-8218718,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,599.0,COIMBATORE,TAMIL NADU,641002.0,IN,False,Not Specified
110911,402-2985383-3690744,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,330.0,PUNE,MAHARASHTRA,411001.0,IN,False,Not Specified
110912,408-7260707-6115550,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1125.0,Chennai,TAMIL NADU,600118.0,IN,False,Not Specified
110913,404-7142512-0917123,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,1338.0,CHENNAI,TAMIL NADU,600032.0,IN,False,Easy Ship
110914,404-1082686-9761957,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,301.0,Ambarnath,MAHARASHTRA,421501.0,IN,False,Easy Ship
110915,402-8866421-7981115,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1008.0,Dombivli East,MAHARASHTRA,421203.0,IN,False,Not Specified
110916,404-7284810-6149135,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,599.0,HYDERABAD,TELANGANA,500016.0,IN,False,Not Specified
110917,171-7054989-3116369,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,859.0,GURUGRAM,HARYANA,122018.0,IN,False,Not Specified
110919,403-3604010-1254709,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,788.0,HYDERABAD,TELANGANA,500030.0,IN,False,Easy Ship
110921,171-7713134-8217926,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,544.0,BENGALURU,KARNATAKA,560029.0,IN,False,Not Specified
110922,171-6040845-4177947,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,486.0,SECUNDERABAD,TELANGANA,500015.0,IN,False,Not Specified
110923,408-8131292-6001124,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,487.0,BENGALURU,KARNATAKA,560037.0,IN,False,Not Specified
110924,171-6687416-0629908,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,525.0,GUNTAKAL,ANDHRA PRADESH,515801.0,IN,False,Not Specified
110926,408-2229126-0783565,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,1091.0,BENGALURU,KARNATAKA,560037.0,IN,False,Not Specified
110927,404-7025855-3577130,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,771.0,KUNNATHUNAD,KERALA,683565.0,IN,False,Not Specified
110928,402-6519624-6786728,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,845.0,PATNA,BIHAR,801505.0,IN,False,Not Specified
110929,406-6147886-8044369,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,459.0,BENGALURU,KARNATAKA,560043.0,IN,False,Not Specified
110930,171-5142382-3389158,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,301.0,HD KOTE,KARNATAKA,571114.0,IN,False,Not Specified
110931,408-9418636-5493924,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,879.0,VADODARA,Gujarat,390012.0,IN,False,Not Specified
110932,404-8331015-0983551,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,648.0,PUNE,MAHARASHTRA,411045.0,IN,False,Not Specified
110933,404-8331015-0983551,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,446.0,PUNE,MAHARASHTRA,411045.0,IN,False,Not Specified
110934,403-5636563-5621129,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,471.0,SECUNDERABAD,TELANGANA,500011.0,IN,False,Not Specified
110935,405-4791547-7960302,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1473.0,BENGALURU,KARNATAKA,560025.0,IN,False,Not Specified
110936,406-7298556-2375546,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,828.0,UDAIPUR,RAJASTHAN,313001.0,IN,False,Not Specified
110937,406-3032266-5037942,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,387.0,BALOD,CHHATTISGARH,491226.0,IN,False,Easy Ship
110938,402-8258946-2824343,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,292.0,WARANGAL,TELANGANA,506001.0,IN,False,Not Specified
110939,403-2114026-1882754,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,636.0,Bhubaneswar,Odisha,751018.0,IN,False,Not Specified
110940,405-4134889-5486705,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,545.0,NELLORE,ANDHRA PRADESH,524004.0,IN,False,Not Specified
110941,406-7248664-0529924,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,599.0,GUWAHATI,ASSAM,781026.0,IN,False,Not Specified
110942,407-5548770-6046755,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,529.0,BENGALURU,KARNATAKA,560068.0,IN,False,Not Specified
110943,171-8776064-2030755,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,349.0,CHENNAI,TAMIL NADU,600041.0,IN,False,Easy Ship
110945,405-6968986-6801943,2022-06-13,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376.0,Miryagudem,TELANGANA,508218.0,IN,False,Easy Ship
110946,402-3739239-8157168,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,496.0,BENGALURU,KARNATAKA,560023.0,IN,False,Not Specified
110947,402-6975277-4865926,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,635.0,BENGALURU,KARNATAKA,560068.0,IN,False,Not Specified
110948,408-3905680-0564364,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,726.0,GURUGRAM,HARYANA,122011.0,IN,False,Not Specified
110949,406-8373652-9569912,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,635.0,NAGAPATTINAM,TAMIL NADU,609811.0,IN,False,Not Specified
110950,408-2140623-0709152,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,545.0,NEW DELHI,DELHI,110077.0,IN,False,Not Specified
110951,406-0487487-8685131,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1075.0,CHENNAI,TAMIL NADU,600032.0,IN,False,Not Specified
110952,404-5010690-3135514,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1122.0,BHUBANESWAR,ODISHA,751002.0,IN,False,Not Specified
110953,403-0214565-5232300,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,373.0,SONIPAT,HARYANA,131001.0,IN,False,Not Specified
110954,405-5554626-8724314,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,725.0,NEW DELHI,DELHI,110055.0,IN,False,Easy Ship
110955,406-9197895-2084355,2022-06-13,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,1048.21,LUCKNOW,UTTAR PRADESH,226001.0,IN,False,Easy Ship
110956,404-4012245-6774738,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,699.0,kalanad post. melparamba kasaragod,KERALA,671121.0,IN,False,Not Specified
110957,171-2047399-0545941,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,690.0,MUMBAI,MAHARASHTRA,400081.0,IN,False,Not Specified
110958,406-7563256-9954756,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,652.0,DEHRADUN,UTTARAKHAND,248007.0,IN,False,Not Specified
110959,406-2414001-2573153,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,471.0,HYDERABAD,TELANGANA,500036.0,IN,False,Not Specified
110960,407-7657918-0516366,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,1294.0,PUNE,MAHARASHTRA,411057.0,IN,False,Not Specified
110961,407-5293155-2010745,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,625.0,Ranchi,JHARKHAND,835215.0,IN,False,Not Specified
110962,404-3864572-8777103,2022-06-13,Shipped - Out for Delivery,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,726.0,CHENNAI,TAMIL NADU,600125.0,IN,False,Easy Ship
110963,408-2939203-6332364,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,416.0,HYDERABAD,TELANGANA,500089.0,IN,False,Not Specified
110964,404-7702830-5649167,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,726.0,Ahmedabad,Gujarat,380015.0,IN,False,Not Specified
110965,403-2274960-3251519,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399.0,THANE,MAHARASHTRA,400601.0,IN,False,Not Specified
110966,408-7379669-1709125,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,333.0,TIRUPPUR,TAMIL NADU,641604.0,IN,False,Not Specified
110967,408-7379669-1709125,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,575.0,TIRUPPUR,TAMIL NADU,641604.0,IN,False,Not Specified
110968,408-7379669-1709125,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,599.0,TIRUPPUR,TAMIL NADU,641604.0,IN,False,Not Specified
110969,407-7854392-9301144,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,699.0,VIJAY PORE,JAMMU & KASHMIR,184120.0,IN,False,Not Specified
110970,407-7854392-9301144,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,599.0,VIJAY PORE,JAMMU & KASHMIR,184120.0,IN,False,Not Specified
110971,408-4944391-8188315,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,771.0,HYDERABAD,TELANGANA,500097.0,IN,False,Not Specified
110972,406-3024091-4047568,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,754.0,HYDERABAD,TELANGANA,500005.0,IN,False,Easy Ship
110973,171-2571193-3552324,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,759.0,NEW DELHI,DELHI,110077.0,IN,False,Not Specified
110974,405-9777379-1191516,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,688.0,SAINTHIA,WEST BENGAL,731234.0,IN,False,Not Specified
110975,171-3939738-6113949,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,387.0,BENGALURU,KARNATAKA,560077.0,IN,False,Not Specified
110976,403-4145552-4881927,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Unshipped,1,INR,666.0,AURANGABAD,MAHARASHTRA,431001.0,IN,False,Not Specified
110977,404-6328632-2961105,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,852.0,THRISSUR,KERALA,680684.0,IN,False,Not Specified
110978,404-7449789-0798733,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1125.0,BENGALURU,KARNATAKA,560049.0,IN,False,Not Specified
110979,171-8229241-1040332,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,1187.0,MUMBAI,MAHARASHTRA,400052.0,IN,False,Not Specified
110980,407-0815000-4131513,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,517.0,JALNA,MAHARASHTRA,431203.0,IN,False,Not Specified
110981,407-4489019-8246710,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,758.0,ONGOLE,ANDHRA PRADESH,523001.0,IN,False,Not Specified
110982,405-2720089-2505928,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,1187.0,DEHRADUN,UTTARAKHAND,248002.0,IN,False,Not Specified
110983,402-4580074-4704361,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,301.0,NEW DELHI,DELHI,110059.0,IN,False,Not Specified
110984,402-7883923-6073160,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,349.0,LUCKNOW,UTTAR PRADESH,226016.0,IN,False,Not Specified
110986,408-5310554-8837139,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,726.0,NAVI MUMBAI,MAHARASHTRA,400705.0,IN,False,Not Specified
110987,403-5283994-1051563,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,648.0,NEW DELHI,DELHI,110070.0,IN,False,Not Specified
110988,406-1002470-0781933,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,431.0,TENKASI,TAMIL NADU,627811.0,IN,False,Not Specified
110989,405-6920387-1193157,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,725.0,New barrackpore,WEST BENGAL,700131.0,IN,False,Easy Ship
110990,403-8796877-4794724,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,315.0,MUMBAI,MAHARASHTRA,400067.0,IN,False,Easy Ship
110991,402-0796194-8159521,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399.0,LUCKNOW,UTTAR PRADESH,226016.0,IN,False,Not Specified
110992,408-4291439-9033962,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,517.0,KALYAN,MAHARASHTRA,421301.0,IN,False,Not Specified
110993,406-3231569-0810750,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,301.0,RAIPUR,CHHATTISGARH,492001.0,IN,False,Not Specified
110994,406-3231569-0810750,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,330.0,RAIPUR,CHHATTISGARH,492001.0,IN,False,Not Specified
110995,171-0228959-4094767,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,579.0,KOZHIKODE,KERALA,673006.0,IN,False,Not Specified
110996,407-1552302-1574745,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Unshipped,1,INR,387.0,ULHASNAGAR,MAHARASHTRA,421003.0,IN,False,Not Specified
110997,404-7282270-2457115,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,345.0,PUNE,MAHARASHTRA,411015.0,IN,False,Not Specified
110998,171-0683920-2937909,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,568.0,COIMBATORE,TAMIL NADU,641014.0,IN,False,Not Specified
110999,408-3337799-3996363,2022-06-13,Shipped,Amazon,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,0.0,CHENNAI,TAMIL NADU,600088.0,IN,False,Not Specified
111000,406-7285382-1694746,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599.0,HYDERABAD,TELANGANA,500058.0,IN,False,Not Specified
111001,171-8803469-7593919,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,648.0,Purnia,BIHAR,854301.0,IN,False,Not Specified
111002,405-7063550-9785129,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,999.0,RAJKOT,Gujarat,360005.0,IN,False,Easy Ship
111003,407-0326925-4806745,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,BANGALORE,KARNATAKA,560093.0,IN,False,Not Specified
111004,402-4144419-9821951,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,1044.0,Sathupally,TELANGANA,507164.0,IN,False,Not Specified
111005,407-5479065-0305152,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,771.0,CHARIBATIA,ODISHA,754028.0,IN,False,Not Specified
111006,402-2964844-3853961,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,544.0,Mapusa,GOA,403526.0,IN,False,Not Specified
111007,408-7808308-5331562,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,471.0,GUNTUR,ANDHRA PRADESH,522002.0,IN,False,Not Specified
111008,171-0119315-7929901,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,534.0,PUNE,MAHARASHTRA,412207.0,IN,False,Not Specified
111009,405-6969691-1279535,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,655.0,NANDED,MAHARASHTRA,431602.0,IN,False,Not Specified
111010,403-5709671-7625955,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,855.0,BANGALORE,KARNATAKA,560017.0,IN,False,Not Specified
111011,405-5442759-2447562,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,735.0,CHENNAI,TAMIL NADU,603110.0,IN,False,Not Specified
111012,402-5086371-0445913,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,859.0,CHENNAI,TAMIL NADU,600036.0,IN,False,Not Specified
111013,406-8673785-1174735,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,612.0,GANDHINAGAR,Gujarat,382007.0,IN,False,Not Specified
111014,406-7909586-6864307,2022-06-13,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,582.86,GANDHINAGAR,Gujarat,382007.0,IN,False,Easy Ship
111015,171-5505055-6325156,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,729.0,NAVI MUMBAI,MAHARASHTRA,410206.0,IN,False,Not Specified
111016,407-6982928-2089961,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Unshipped,1,INR,457.0,SURAT,Gujarat,394185.0,IN,False,Not Specified
111017,406-1378587-7678714,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,487.0,PITHORAGARH,UTTARAKHAND,262502.0,IN,False,Not Specified
111018,402-9474615-5474725,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,354.0,Pune,MAHARASHTRA,412207.0,IN,False,Not Specified
111019,403-7305199-7053162,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,518.0,GURUGRAM,HARYANA,122022.0,IN,False,Not Specified
111020,404-3771048-9855538,2022-06-13,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,292.0,Madhubani,BIHAR,847108.0,IN,False,Easy Ship
111021,406-3467572-6838747,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,BHOPAL,MADHYA PRADESH,462038.0,IN,False,Not Specified
111022,404-9633324-6351529,2022-06-13,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,455.0,KHARAGPUR,WEST BENGAL,721301.0,IN,False,Not Specified
